motorista_id,idade,experiencia_anos,renda_mensal_estimada,regiao_atuacao,tipo_servico_principal,data_cadastro,tem_cnh_categoria_b,tem_cnh_categoria_d,score_motorista,horas_trabalho_semana,possui_veiculo_proprio
640,26,7.8,1713.99,Curitiba - PR,Uber/99,2024-04-11,True,False,4.4,29.0,False
641,30,6.2,3338.56,Rio de Janeiro - RJ,Uber/99,2024-12-25,True,False,3.1,69.0,True
642,33,1.0,6853.75,São Paulo - SP,Delivery,2024-10-26,True,False,4.6,28.0,True
643,39,0.9,2092.35,Curitiba - PR,Delivery,2024-11-19,True,False,3.6,58.0,False
644,32,1.0,3003.9,Brasília - DF,Executivo,2024-05-28,True,False,3.7,48.0,False
645,33,1.6,3987.97,Salvador - BA,Uber/99,2024-07-20,True,False,2.8,42.0,True
646,36,3.7,2798.53,Brasília - DF,Uber/99,2024-07-04,True,False,3.9,65.0,True
647,23,2.9,2406.42,Brasília - DF,Uber/99,2024-11-17,True,False,4.2,55.0,False
648,23,0.5,3381.39,Rio de Janeiro - RJ,Delivery,2024-07-08,True,False,3.9,50.0,False
649,25,2.8,3744.91,Belo Horizonte - MG,Uber/99,2024-05-20,True,False,3.5,26.0,False
650,29,1.6,5155.83,Rio de Janeiro - RJ,Uber/99,2024-11-19,True,False,4.1,35.0,False
651,40,2.1,12000.0,São Paulo - SP,Uber/99,2024-06-10,True,False,3.5,40.0,False
652,34,7.3,11971.53,São Paulo - SP,Uber/99,2024-04-12,True,False,3.4,42.0,False
653,37,1.9,1500.0,Curitiba - PR,Executivo,2024-09-19,True,True,4.9,53.0,False
654,38,1.1,2168.93,São Paulo - SP,Uber/99,2024-07-01,True,False,3.2,44.0,True
655,41,5.6,1500.0,Rio de Janeiro - RJ,Executivo,2024-05-01,True,True,3.0,47.0,True
656,37,0.5,5214.05,Rio de Janeiro - RJ,Executivo,2024-07-22,True,False,4.8,47.0,False
657,45,5.7,3664.2,São Paulo - SP,Uber/99,2024-05-13,True,False,3.5,53.0,True
658,53,0.6,2200.34,Salvador - BA,Uber/99,2024-04-19,True,False,2.9,60.0,True
659,31,2.9,11189.06,São Paulo - SP,Delivery,2024-12-26,True,False,3.8,44.0,False
660,25,2.5,7796.37,São Paulo - SP,Uber/99,2024-03-29,True,False,3.4,43.0,False
661,28,3.9,7732.08,Brasília - DF,Uber/99,2024-06-17,True,True,3.0,46.0,False
662,52,0.6,4611.43,Salvador - BA,Uber/99,2024-05-27,True,False,4.0,51.0,False
663,23,2.9,2440.59,Brasília - DF,Executivo,2024-01-02,True,False,4.9,41.0,False
664,33,1.6,2884.95,Brasília - DF,Delivery,2024-11-08,True,False,4.5,28.0,True
665,54,5.3,2889.23,São Paulo - SP,Uber/99,2024-02-02,True,False,4.3,42.0,False
666,31,3.0,5912.19,Belo Horizonte - MG,Uber/99,2024-12-08,True,False,5.0,42.0,False
667,21,1.0,10218.92,São Paulo - SP,Uber/99,2024-01-29,True,False,3.6,55.0,False
668,28,10.0,6969.35,São Paulo - SP,Uber/99,2024-02-24,True,False,4.5,57.0,False
669,27,2.5,1574.48,Belo Horizonte - MG,Executivo,2024-01-08,True,False,4.3,28.0,False
670,27,5.7,3626.75,Curitiba - PR,Uber/99,2024-03-12,True,False,3.9,30.0,False
671,34,1.7,7196.92,Rio de Janeiro - RJ,Executivo,2024-01-30,True,False,5.0,31.0,False
672,36,11.6,4628.53,Rio de Janeiro - RJ,Delivery,2024-03-27,True,False,4.3,35.0,False
673,22,1.8,1964.72,Belo Horizonte - MG,Delivery,2024-03-28,True,True,4.2,40.0,True
674,25,2.2,2173.62,São Paulo - SP,Uber/99,2024-10-09,True,False,3.8,51.0,False
675,32,2.1,5808.04,Belo Horizonte - MG,Executivo,2024-10-13,True,False,3.8,40.0,True
676,52,0.7,9061.89,São Paulo - SP,Uber/99,2024-05-21,True,False,4.2,32.0,False
677,23,0.8,7026.66,São Paulo - SP,Uber/99,2024-12-11,True,False,5.0,53.0,False
678,39,1.0,5548.61,São Paulo - SP,Uber/99,2024-10-29,True,False,3.8,41.0,False
679,59,3.5,6230.66,Salvador - BA,Uber/99,2024-02-08,True,True,4.4,58.0,False
680,38,4.5,2727.87,São Paulo - SP,Uber/99,2024-07-06,True,True,4.2,33.0,False
681,57,3.2,2108.87,São Paulo - SP,Uber/99,2024-09-08,True,False,5.0,44.0,False
682,23,5.6,6181.97,Brasília - DF,Uber/99,2024-10-27,True,False,4.1,65.0,True
683,36,7.0,4178.76,Curitiba - PR,Uber/99,2024-03-11,True,False,4.0,49.0,True
684,28,1.4,12000.0,São Paulo - SP,Uber/99,2024-08-16,True,False,4.8,36.0,False
685,31,1.5,2076.89,Curitiba - PR,Uber/99,2024-01-06,True,False,3.4,52.0,True
686,55,0.8,2557.38,Belo Horizonte - MG,Delivery,2024-11-09,True,False,4.4,36.0,True
687,21,2.6,1784.46,Brasília - DF,Delivery,2024-04-21,True,False,4.8,49.0,True
688,46,5.8,3401.07,Curitiba - PR,Uber/99,2024-02-26,True,False,4.1,53.0,False
689,42,6.9,12000.0,Rio de Janeiro - RJ,Delivery,2024-09-09,True,False,4.6,41.0,True
690,39,1.4,3502.05,São Paulo - SP,Uber/99,2024-04-22,True,False,4.0,28.0,False
691,51,2.8,2701.4,Rio de Janeiro - RJ,Executivo,2024-10-28,True,False,4.4,44.0,False
692,45,6.2,7077.72,São Paulo - SP,Uber/99,2024-04-05,True,True,3.6,57.0,False
693,30,3.2,8063.36,Brasília - DF,Uber/99,2024-10-31,True,False,3.0,34.0,False
694,35,2.8,2657.53,Rio de Janeiro - RJ,Delivery,2024-05-08,True,False,3.6,50.0,False
695,37,2.4,3617.47,Rio de Janeiro - RJ,Uber/99,2024-10-31,True,False,4.5,30.0,False
696,30,4.7,4676.3,São Paulo - SP,Delivery,2024-11-18,True,False,4.1,38.0,False
697,34,2.1,1500.0,Salvador - BA,Uber/99,2024-11-01,True,False,4.3,44.0,False
698,25,6.4,6212.84,Brasília - DF,Delivery,2024-10-12,True,False,5.0,54.0,False
699,22,1.2,7592.54,Belo Horizonte - MG,Uber/99,2024-07-13,True,False,4.1,60.0,False
700,34,11.2,2618.34,Rio de Janeiro - RJ,Executivo,2024-12-01,True,False,4.6,58.0,False
701,49,0.5,2288.46,Rio de Janeiro - RJ,Uber/99,2024-08-09,True,False,4.2,53.0,False
702,48,2.9,7736.8,Belo Horizonte - MG,Uber/99,2024-12-20,True,False,3.8,59.0,True
703,45,0.5,3098.46,São Paulo - SP,Uber/99,2024-03-26,True,True,4.0,53.0,False
704,29,10.8,6049.29,São Paulo - SP,Uber/99,2024-05-10,True,False,4.5,58.0,False
705,35,5.7,1963.33,Curitiba - PR,Uber/99,2024-05-11,True,False,4.1,53.0,True
706,39,6.0,4629.34,São Paulo - SP,Uber/99,2024-12-13,True,False,4.4,38.0,False
707,55,3.4,4044.56,Rio de Janeiro - RJ,Uber/99,2024-07-13,True,False,4.3,26.0,False
708,36,0.6,2250.31,Curitiba - PR,Uber/99,2024-11-25,True,False,5.0,54.0,True
709,58,0.5,5808.74,Rio de Janeiro - RJ,Delivery,2024-04-07,True,False,3.0,63.0,False
710,29,4.3,2251.42,Salvador - BA,Uber/99,2024-03-16,True,False,4.7,39.0,False
711,36,1.2,4901.78,São Paulo - SP,Uber/99,2024-04-24,True,False,5.0,48.0,False
712,27,1.1,3634.45,Belo Horizonte - MG,Uber/99,2024-10-10,True,False,4.3,49.0,False
713,46,6.9,3073.97,Brasília - DF,Delivery,2024-06-05,True,False,3.8,47.0,False
714,22,3.5,1961.22,Brasília - DF,Executivo,2024-07-28,True,False,3.9,37.0,False
715,27,8.5,2455.13,Brasília - DF,Uber/99,2024-03-19,True,False,4.4,39.0,True
716,42,1.9,2810.16,Curitiba - PR,Uber/99,2024-08-31,True,False,3.5,36.0,False
717,32,1.9,2921.65,São Paulo - SP,Delivery,2024-12-08,True,False,4.0,21.0,False
718,30,3.9,2871.88,São Paulo - SP,Uber/99,2024-05-13,True,False,4.4,56.0,False
719,38,0.7,2656.33,São Paulo - SP,Uber/99,2024-06-27,True,False,4.4,31.0,False
720,24,3.2,3781.07,São Paulo - SP,Uber/99,2024-09-03,True,False,4.0,50.0,False
721,35,1.0,3308.2,Belo Horizonte - MG,Uber/99,2024-08-12,True,False,4.1,47.0,False
722,47,5.2,12000.0,Salvador - BA,Uber/99,2024-06-01,True,False,4.5,58.0,False
723,38,1.4,4491.22,São Paulo - SP,Delivery,2024-04-15,True,False,5.0,57.0,False
724,35,4.9,5424.0,São Paulo - SP,Delivery,2024-07-03,True,False,4.4,46.0,True
725,23,3.5,1542.14,São Paulo - SP,Uber/99,2024-12-09,True,False,4.5,49.0,False
726,30,0.5,1500.0,Brasília - DF,Uber/99,2024-06-11,True,False,3.9,30.0,False
727,37,0.8,3173.67,São Paulo - SP,Uber/99,2024-10-24,True,False,5.0,36.0,False
728,25,5.8,6142.01,Curitiba - PR,Delivery,2024-08-14,True,False,4.3,49.0,False
729,46,2.6,10239.39,Curitiba - PR,Uber/99,2024-09-28,True,False,3.1,64.0,False
730,45,1.3,3259.94,Brasília - DF,Uber/99,2024-09-22,True,False,4.5,39.0,False
731,45,0.5,12000.0,Belo Horizonte - MG,Uber/99,2024-01-14,True,False,3.7,70.0,True
732,39,3.6,1619.78,São Paulo - SP,Turismo,2024-06-01,True,False,5.0,32.0,False
733,38,3.8,8479.26,São Paulo - SP,Uber/99,2024-01-11,True,False,4.9,54.0,False
734,37,0.5,4278.75,Rio de Janeiro - RJ,Uber/99,2024-10-02,True,False,4.7,51.0,True
735,46,1.6,2595.82,São Paulo - SP,Uber/99,2024-03-21,True,False,3.3,59.0,True
736,34,4.7,1802.3,Belo Horizonte - MG,Uber/99,2024-10-23,True,False,4.1,70.0,False
737,34,3.1,2248.38,Belo Horizonte - MG,Uber/99,2024-08-15,True,False,4.3,57.0,True
738,30,0.5,4590.64,Rio de Janeiro - RJ,Uber/99,2024-06-12,True,False,4.3,25.0,True
739,44,4.1,2295.54,Brasília - DF,Uber/99,2024-08-22,True,False,4.2,44.0,False
740,47,4.4,1500.0,Brasília - DF,Uber/99,2024-10-10,True,False,4.6,57.0,False
741,56,1.1,3148.35,Rio de Janeiro - RJ,Uber/99,2024-04-23,True,False,4.9,20.0,True
742,33,5.9,5857.65,Curitiba - PR,Uber/99,2024-02-09,True,True,4.0,28.0,False
743,49,11.5,4047.2,São Paulo - SP,Executivo,2024-09-05,True,False,3.4,48.0,True
744,47,0.5,4022.92,Brasília - DF,Delivery,2024-10-29,True,False,4.1,27.0,False
745,37,2.3,6802.56,São Paulo - SP,Turismo,2024-05-01,True,False,4.9,45.0,True
746,24,0.6,1500.0,Belo Horizonte - MG,Delivery,2024-02-24,True,False,4.1,43.0,False
747,35,13.0,3438.9,São Paulo - SP,Executivo,2024-06-24,True,False,5.0,43.0,False
748,49,1.2,6157.25,São Paulo - SP,Uber/99,2024-07-17,True,False,4.4,34.0,False
749,35,3.6,12000.0,Belo Horizonte - MG,Uber/99,2024-08-18,True,False,4.4,40.0,False
750,23,0.5,5013.41,Belo Horizonte - MG,Uber/99,2024-03-01,True,False,4.4,39.0,False
751,22,4.8,4663.4,São Paulo - SP,Uber/99,2024-02-21,True,True,4.3,67.0,False
752,26,1.0,12000.0,São Paulo - SP,Delivery,2024-10-20,True,False,4.7,40.0,False
753,31,0.5,7875.41,Brasília - DF,Executivo,2024-01-20,True,False,4.0,54.0,False
754,28,2.5,2847.34,Belo Horizonte - MG,Uber/99,2024-08-14,True,False,4.7,37.0,True
755,40,3.9,3157.85,Rio de Janeiro - RJ,Delivery,2024-03-14,True,False,4.1,45.0,True
756,21,1.0,3380.09,São Paulo - SP,Uber/99,2024-10-17,True,False,4.5,38.0,True
757,59,1.6,7542.01,Curitiba - PR,Uber/99,2024-01-19,True,False,5.0,68.0,False
758,40,0.9,3117.69,São Paulo - SP,Delivery,2024-02-11,True,False,4.2,54.0,True
759,21,2.6,2128.73,São Paulo - SP,Uber/99,2024-01-26,True,False,5.0,28.0,False
760,26,3.0,10421.63,Rio de Janeiro - RJ,Uber/99,2024-11-26,True,False,4.7,44.0,True
761,44,5.7,3240.59,São Paulo - SP,Executivo,2024-03-10,True,True,3.2,52.0,False
762,54,2.6,3615.52,Curitiba - PR,Delivery,2024-11-29,True,False,4.5,49.0,True
763,39,6.2,3581.04,São Paulo - SP,Uber/99,2024-08-18,True,False,3.9,48.0,True
764,31,0.5,1640.4,São Paulo - SP,Delivery,2024-12-30,True,False,4.2,38.0,False
765,53,4.0,6823.96,São Paulo - SP,Uber/99,2024-09-07,True,False,4.9,61.0,False
766,33,9.1,3476.06,Rio de Janeiro - RJ,Uber/99,2024-06-18,True,False,4.4,46.0,False
767,52,2.1,4837.21,São Paulo - SP,Delivery,2024-04-17,True,True,3.9,53.0,False
768,22,5.0,6096.07,Rio de Janeiro - RJ,Uber/99,2024-11-23,True,True,3.7,45.0,False
769,30,4.3,6336.58,São Paulo - SP,Delivery,2024-07-21,True,False,5.0,32.0,False
770,36,0.9,3113.01,Rio de Janeiro - RJ,Uber/99,2024-08-07,True,False,3.4,61.0,False
771,58,4.6,4257.16,Salvador - BA,Delivery,2024-06-18,True,False,3.2,31.0,False
772,26,3.0,3343.57,São Paulo - SP,Uber/99,2024-04-11,True,False,3.9,26.0,False
773,45,2.9,8602.85,Curitiba - PR,Delivery,2024-05-03,True,False,3.8,43.0,False
774,30,0.7,9755.78,Brasília - DF,Delivery,2024-09-05,True,False,4.1,51.0,False
775,32,0.7,1500.0,Salvador - BA,Uber/99,2024-10-11,True,False,4.0,53.0,False
776,34,3.1,4878.14,Brasília - DF,Executivo,2024-12-21,True,True,4.3,53.0,False
777,53,1.7,1762.82,São Paulo - SP,Turismo,2024-05-14,True,False,2.9,39.0,False
778,30,3.6,12000.0,Curitiba - PR,Executivo,2024-07-11,True,False,4.2,70.0,True
779,33,5.3,4516.55,Salvador - BA,Uber/99,2024-05-30,True,False,3.9,39.0,True
780,21,1.3,1792.13,Belo Horizonte - MG,Uber/99,2024-02-07,True,False,4.1,42.0,False
781,35,3.1,3442.27,São Paulo - SP,Uber/99,2024-10-26,True,False,4.5,45.0,True
782,56,4.1,7090.0,Rio de Janeiro - RJ,Uber/99,2024-08-01,True,False,4.4,51.0,True
783,28,2.3,1620.34,São Paulo - SP,Uber/99,2024-06-17,True,False,4.0,40.0,True
784,47,6.5,2669.07,Belo Horizonte - MG,Uber/99,2024-04-04,True,True,4.8,27.0,False
785,27,5.7,12000.0,Salvador - BA,Delivery,2024-07-17,True,False,3.5,44.0,True
786,29,2.0,9238.77,Brasília - DF,Executivo,2024-11-21,True,False,4.2,32.0,False
787,42,0.5,3375.34,Rio de Janeiro - RJ,Uber/99,2024-05-01,True,False,4.4,54.0,False
788,38,5.9,6823.86,Rio de Janeiro - RJ,Executivo,2024-05-23,True,False,3.8,43.0,False
789,53,6.2,3260.8,Rio de Janeiro - RJ,Uber/99,2024-09-28,True,False,3.7,55.0,False
790,38,0.6,1903.75,São Paulo - SP,Delivery,2024-05-25,True,False,4.2,40.0,True
791,36,12.8,2811.83,São Paulo - SP,Uber/99,2024-12-25,True,False,2.8,62.0,True
792,38,6.7,2859.79,Rio de Janeiro - RJ,Delivery,2024-01-20,True,False,3.9,47.0,False
793,58,2.1,3963.18,São Paulo - SP,Delivery,2024-08-09,True,False,3.8,41.0,True
794,37,2.5,1500.0,São Paulo - SP,Uber/99,2024-09-09,True,False,3.2,52.0,False
795,22,0.5,4190.72,Brasília - DF,Uber/99,2024-02-06,True,False,4.8,34.0,True
796,44,0.5,3389.03,São Paulo - SP,Uber/99,2024-01-20,True,False,4.2,51.0,True
797,37,0.6,1500.0,Rio de Janeiro - RJ,Delivery,2024-03-01,True,False,3.3,42.0,True
798,29,7.2,8896.31,Salvador - BA,Uber/99,2024-06-10,True,False,4.8,51.0,False
799,48,1.4,2073.72,Brasília - DF,Executivo,2024-08-11,True,False,3.7,45.0,False
800,26,0.5,6896.32,Belo Horizonte - MG,Delivery,2024-10-30,True,False,3.8,41.0,False
801,21,0.5,2653.95,São Paulo - SP,Uber/99,2024-12-31,True,False,4.9,40.0,False
802,45,1.4,2869.59,São Paulo - SP,Uber/99,2024-11-27,True,True,3.8,48.0,False
803,55,0.5,4321.2,Rio de Janeiro - RJ,Uber/99,2024-11-22,True,False,3.8,29.0,False
804,24,6.6,6442.82,Curitiba - PR,Uber/99,2024-08-21,True,False,5.0,43.0,True
805,49,5.8,5164.78,Rio de Janeiro - RJ,Uber/99,2024-11-20,True,False,4.6,56.0,False
806,35,5.7,12000.0,Salvador - BA,Uber/99,2024-08-29,True,False,4.0,47.0,False
807,22,6.3,10454.96,Salvador - BA,Delivery,2024-05-04,True,True,4.1,44.0,False
808,48,2.4,1504.11,Belo Horizonte - MG,Delivery,2024-08-06,True,True,4.1,42.0,True
809,47,3.5,1779.96,São Paulo - SP,Delivery,2024-07-02,True,False,4.1,33.0,True
810,32,0.5,6103.1,Brasília - DF,Uber/99,2024-12-18,True,True,4.6,35.0,False
811,52,3.5,2060.1,Salvador - BA,Uber/99,2024-07-23,True,False,4.4,52.0,True
812,24,0.6,6026.7,São Paulo - SP,Turismo,2024-08-21,True,False,4.3,60.0,True
813,41,2.8,2253.39,Curitiba - PR,Uber/99,2024-02-24,True,False,4.5,58.0,True
814,33,1.9,8407.29,São Paulo - SP,Delivery,2024-11-13,True,False,4.8,34.0,True
815,33,0.5,2346.87,Curitiba - PR,Uber/99,2024-04-30,True,False,5.0,36.0,False
816,47,2.1,5213.33,São Paulo - SP,Uber/99,2024-11-30,True,True,4.1,52.0,False
817,33,7.6,1500.0,Rio de Janeiro - RJ,Delivery,2024-06-18,True,False,4.4,20.0,False
818,44,3.7,2871.67,São Paulo - SP,Uber/99,2024-11-18,True,False,4.3,53.0,True
819,56,0.5,1500.0,São Paulo - SP,Delivery,2024-10-23,True,False,4.6,70.0,True
820,43,0.7,12000.0,Belo Horizonte - MG,Uber/99,2024-03-02,True,True,4.7,30.0,True
821,33,9.2,2492.6,Belo Horizonte - MG,Uber/99,2024-01-07,True,False,4.3,49.0,True
822,38,2.6,1605.33,São Paulo - SP,Uber/99,2024-10-10,True,False,4.0,34.0,False
823,28,8.5,3086.9,São Paulo - SP,Delivery,2024-05-05,True,False,3.7,45.0,False
824,48,3.2,2329.95,Salvador - BA,Turismo,2024-12-02,True,False,3.8,26.0,True
825,25,4.1,1580.64,São Paulo - SP,Uber/99,2024-06-02,True,False,4.8,43.0,False
826,37,1.7,6095.17,Belo Horizonte - MG,Uber/99,2024-08-11,True,False,3.9,39.0,False
827,38,1.7,1500.0,São Paulo - SP,Executivo,2024-03-12,True,False,4.5,35.0,False
828,27,1.5,2838.54,Belo Horizonte - MG,Delivery,2024-06-10,True,False,4.4,58.0,False
829,45,0.7,9650.76,Curitiba - PR,Uber/99,2024-04-08,True,False,3.9,51.0,True
830,38,0.5,3254.78,São Paulo - SP,Delivery,2024-09-04,True,False,5.0,39.0,False
831,36,2.9,6163.23,Salvador - BA,Uber/99,2024-07-27,True,False,5.0,35.0,False
832,51,0.9,2148.71,São Paulo - SP,Uber/99,2024-06-09,True,False,4.4,59.0,False
833,53,1.1,2178.04,São Paulo - SP,Executivo,2024-06-19,True,False,4.9,61.0,False
834,55,2.0,12000.0,Brasília - DF,Executivo,2024-06-03,True,False,4.4,49.0,True
835,45,2.2,5176.8,Salvador - BA,Uber/99,2024-02-06,True,False,4.1,55.0,False
836,37,7.0,2449.94,Brasília - DF,Delivery,2024-11-11,True,False,3.9,40.0,False
837,43,4.3,1722.38,Salvador - BA,Uber/99,2024-06-07,True,False,3.0,33.0,True
838,43,1.6,4351.39,Salvador - BA,Uber/99,2024-04-20,True,False,3.4,33.0,True
839,40,2.3,3160.76,São Paulo - SP,Uber/99,2024-01-16,True,False,3.4,39.0,False
840,59,1.2,3801.51,Curitiba - PR,Delivery,2024-04-29,True,False,4.0,23.0,True
841,57,4.0,2357.87,Rio de Janeiro - RJ,Delivery,2024-10-13,True,False,3.5,58.0,False
842,32,9.9,1597.22,São Paulo - SP,Uber/99,2024-04-29,True,False,4.0,54.0,False
843,28,0.8,9536.83,Rio de Janeiro - RJ,Uber/99,2024-03-03,True,False,4.7,48.0,True
844,43,4.4,8601.9,Brasília - DF,Uber/99,2024-07-25,True,False,3.6,51.0,False
845,23,1.1,4856.38,Rio de Janeiro - RJ,Executivo,2024-12-19,True,False,3.7,41.0,False
846,26,0.5,5019.88,Curitiba - PR,Delivery,2024-06-07,True,False,4.7,51.0,True
847,24,5.5,5095.95,Belo Horizonte - MG,Uber/99,2024-12-17,True,False,5.0,66.0,False
848,35,0.5,7323.1,Brasília - DF,Uber/99,2024-09-24,True,False,3.9,22.0,False
849,29,0.5,2166.67,Salvador - BA,Uber/99,2024-08-01,True,False,3.0,48.0,True
850,23,4.3,3980.16,Belo Horizonte - MG,Delivery,2024-02-12,True,False,3.7,25.0,False
851,49,2.3,5190.2,Rio de Janeiro - RJ,Delivery,2024-08-26,True,False,4.0,31.0,False
852,47,0.5,4260.96,Salvador - BA,Uber/99,2024-04-05,True,False,4.0,59.0,False
853,33,2.7,1500.0,São Paulo - SP,Executivo,2024-12-04,True,False,4.1,47.0,False
854,45,7.2,6545.45,Brasília - DF,Uber/99,2024-12-19,True,False,4.2,70.0,False
855,34,1.1,6262.17,Rio de Janeiro - RJ,Delivery,2024-04-17,True,False,3.9,66.0,False
856,47,2.5,11510.78,Curitiba - PR,Uber/99,2024-07-31,True,False,4.1,57.0,False
857,38,6.2,2707.0,São Paulo - SP,Executivo,2024-09-25,True,False,4.2,51.0,True
858,28,3.2,5306.71,Curitiba - PR,Uber/99,2024-01-08,True,False,4.5,70.0,False
859,43,4.6,6975.19,São Paulo - SP,Uber/99,2024-01-13,True,False,3.1,47.0,False
860,26,0.6,5020.17,São Paulo - SP,Uber/99,2024-11-15,True,False,4.0,56.0,False
861,35,2.0,2908.34,Rio de Janeiro - RJ,Turismo,2024-06-22,True,True,3.4,57.0,False
862,27,2.8,2933.55,Salvador - BA,Uber/99,2024-09-28,True,False,3.2,28.0,False
863,55,3.8,1500.0,São Paulo - SP,Uber/99,2024-10-24,True,False,5.0,68.0,False
864,28,4.5,12000.0,São Paulo - SP,Executivo,2024-10-27,True,False,4.8,36.0,True
865,31,0.5,1833.49,Brasília - DF,Uber/99,2024-12-23,True,False,3.4,42.0,False
866,28,1.2,2458.15,São Paulo - SP,Uber/99,2024-03-23,True,False,3.7,34.0,False
867,37,3.0,1500.0,Belo Horizonte - MG,Delivery,2024-08-12,True,False,4.1,55.0,False
868,50,5.4,6253.79,São Paulo - SP,Uber/99,2024-01-14,True,False,4.3,46.0,False
869,26,2.4,3108.36,São Paulo - SP,Uber/99,2024-07-24,True,True,4.4,45.0,False
870,29,0.6,1500.0,Rio de Janeiro - RJ,Uber/99,2024-04-19,True,False,3.9,60.0,False
871,33,4.2,1691.11,Rio de Janeiro - RJ,Uber/99,2024-06-13,True,False,3.8,40.0,True
872,43,0.5,1603.07,Brasília - DF,Executivo,2024-08-14,True,False,4.3,29.0,False
873,49,2.7,3735.87,São Paulo - SP,Delivery,2024-03-15,True,False,3.6,54.0,False
874,56,0.5,1500.0,São Paulo - SP,Executivo,2024-11-24,True,False,5.0,33.0,False
875,36,5.3,2085.96,Brasília - DF,Delivery,2024-04-02,True,False,4.8,44.0,True
876,57,0.6,1764.8,Curitiba - PR,Executivo,2024-03-01,True,False,4.7,38.0,False
877,57,4.0,2013.37,Brasília - DF,Delivery,2024-02-07,True,True,3.4,21.0,True
878,44,0.5,3734.84,Rio de Janeiro - RJ,Uber/99,2024-11-20,True,False,3.9,41.0,True
879,48,2.5,7294.49,Brasília - DF,Uber/99,2024-02-25,True,False,3.3,40.0,False
880,37,9.8,4334.97,Brasília - DF,Uber/99,2024-11-10,True,False,4.4,60.0,False
881,33,0.7,2603.26,São Paulo - SP,Uber/99,2024-12-16,True,False,4.0,43.0,False
882,44,1.1,1740.16,Rio de Janeiro - RJ,Uber/99,2024-10-21,True,False,4.1,36.0,True
883,44,0.9,2075.43,Curitiba - PR,Uber/99,2024-07-02,True,False,4.0,38.0,False
884,22,7.7,3218.72,Brasília - DF,Executivo,2024-10-06,True,False,5.0,35.0,False
885,58,5.3,12000.0,Rio de Janeiro - RJ,Uber/99,2024-01-16,True,False,3.8,43.0,False
886,49,3.0,4478.48,Rio de Janeiro - RJ,Uber/99,2024-02-23,True,False,4.6,56.0,True
887,28,0.5,6665.21,Brasília - DF,Uber/99,2024-12-14,True,True,3.3,35.0,False
888,52,0.9,1500.0,São Paulo - SP,Uber/99,2024-01-05,True,False,3.9,61.0,True
889,44,0.8,5380.89,Rio de Janeiro - RJ,Executivo,2024-10-29,True,False,4.4,49.0,False
890,32,3.6,2099.79,Curitiba - PR,Uber/99,2024-09-22,True,False,3.9,43.0,False
891,48,0.9,1500.0,São Paulo - SP,Delivery,2024-04-22,True,True,2.6,35.0,False
892,22,2.9,9250.71,Brasília - DF,Delivery,2024-05-09,True,False,4.1,39.0,False
893,29,2.0,5138.45,São Paulo - SP,Delivery,2024-12-08,True,False,3.9,45.0,False
894,54,5.6,1500.0,Brasília - DF,Uber/99,2024-12-21,True,False,5.0,35.0,False
895,23,0.5,1500.0,São Paulo - SP,Turismo,2024-12-03,True,False,3.2,51.0,True
896,42,1.3,4788.47,Belo Horizonte - MG,Uber/99,2024-01-22,True,False,5.0,47.0,False
897,47,0.6,3416.53,Belo Horizonte - MG,Executivo,2024-08-30,True,True,4.4,57.0,True
898,22,5.3,2123.2,Belo Horizonte - MG,Uber/99,2024-05-23,True,True,4.7,38.0,False
899,30,1.6,3736.43,Brasília - DF,Delivery,2024-06-26,True,False,4.2,60.0,False
900,39,0.7,1551.39,Rio de Janeiro - RJ,Uber/99,2024-01-03,True,False,3.3,66.0,True
901,41,4.2,4969.4,Rio de Janeiro - RJ,Uber/99,2024-09-10,True,False,3.5,44.0,False
902,28,1.6,2248.36,Belo Horizonte - MG,Uber/99,2024-07-30,True,True,3.6,49.0,False
903,39,0.5,4654.32,São Paulo - SP,Delivery,2024-07-02,True,False,4.3,26.0,True
904,21,1.2,2620.72,São Paulo - SP,Turismo,2024-10-11,True,True,4.0,34.0,False
905,46,0.5,2765.93,São Paulo - SP,Uber/99,2024-12-09,True,False,4.0,20.0,False
906,31,3.2,1500.0,Brasília - DF,Uber/99,2024-01-06,True,False,4.3,24.0,True
907,31,1.5,1891.18,Belo Horizonte - MG,Uber/99,2024-05-09,True,False,4.6,65.0,True
908,46,4.0,3111.25,Belo Horizonte - MG,Executivo,2024-06-14,True,False,3.5,20.0,False
909,32,0.5,2821.8,São Paulo - SP,Executivo,2024-07-29,True,False,4.5,41.0,False
910,33,0.5,2961.21,São Paulo - SP,Delivery,2024-06-19,True,False,3.8,20.0,False
911,58,6.9,12000.0,Brasília - DF,Delivery,2024-02-24,True,False,3.5,42.0,False
912,27,0.5,5436.6,Belo Horizonte - MG,Uber/99,2024-10-21,True,False,4.4,70.0,True
913,49,0.5,5705.44,Brasília - DF,Delivery,2024-12-26,True,False,5.0,59.0,False
914,32,3.2,6941.86,Belo Horizonte - MG,Delivery,2024-07-17,True,True,4.1,25.0,True
915,23,5.2,12000.0,São Paulo - SP,Delivery,2024-05-22,True,False,3.9,46.0,True
916,23,0.5,1500.0,Rio de Janeiro - RJ,Executivo,2024-08-06,True,True,4.2,34.0,False
917,29,10.3,4176.37,Brasília - DF,Uber/99,2024-06-24,True,False,4.2,43.0,True
918,47,2.8,4732.37,Brasília - DF,Turismo,2024-06-09,True,False,3.5,42.0,False
919,53,4.0,5768.39,Curitiba - PR,Executivo,2024-07-08,True,True,4.0,47.0,False
