veiculo_id,categoria,marca,ano,valor_diario,status,quilometragem,combustivel,tem_ar_condicionado,tem_gps,capacidade_passageiros,nota_conservacao
702,Intermediário,Nissan,2023,64.82,Alugado,74262.0,Gasolina,False,True,5,3.2
703,Popular,Ford,2024,67.71,Alugado,60717.0,Flex,True,False,5,5.0
704,Van,Fiat,2022,111.42,Alugado,70130.0,Gasolina,True,True,8,4.6
705,Popular,Chevrolet,2022,38.96,Alugado,81068.0,Gasolina,True,True,5,4.9
706,Popular,Fiat,2023,50.97,Alugado,43245.0,Gasolina,True,True,5,2.7
707,Popular,Chevrolet,2021,43.59,Alugado,45018.0,Gasolina,True,True,5,3.0
708,Popular,Fiat,2022,51.24,Disponível,86610.0,Flex,True,True,5,3.9
709,Intermediário,Nissan,2023,87.5,Alugado,48034.0,Flex,True,True,5,5.0
710,Popular,Volkswagen,2020,35.73,Manutenção,110133.0,Flex,False,True,5,4.4
711,Popular,Volkswagen,2020,36.13,Disponível,88010.0,Flex,True,True,5,4.5
712,Popular,Chevrolet,2020,45.39,Manutenção,63088.0,Flex,True,True,5,5.0
713,Popular,Fiat,2018,44.01,Alugado,162859.0,Diesel,True,True,5,3.6
714,Popular,Fiat,2022,50.97,Alugado,114183.0,Flex,False,True,5,3.6
715,Van,Peugeot,2022,110.25,Disponível,85790.0,Flex,True,True,7,3.0
716,Popular,Chevrolet,2022,54.36,Alugado,58183.0,Flex,True,True,5,5.0
717,Popular,Chevrolet,2022,55.07,Alugado,85542.0,Flex,True,False,5,3.3
718,Popular,Fiat,2021,48.86,Alugado,104085.0,Gasolina,True,True,5,2.5
719,Popular,Chevrolet,2022,55.0,Disponível,86753.0,Flex,True,True,5,4.7
720,Popular,Fiat,2024,37.83,Alugado,72531.0,Gasolina,True,False,5,3.8
721,Popular,Chevrolet,2022,60.82,Alugado,32767.0,Flex,True,True,5,5.0
722,Intermediário,Nissan,2022,72.35,Alugado,70549.0,Flex,True,True,5,4.0
723,Luxo,BMW,2020,113.49,Disponível,81715.0,Flex,True,True,5,3.7
724,Luxo,Audi,2022,151.78,Disponível,80174.0,Flex,True,True,5,4.9
725,Intermediário,Hyundai,2024,94.05,Alugado,21742.0,Flex,True,True,5,4.0
726,Popular,Volkswagen,2020,39.27,Alugado,101171.0,Flex,True,True,5,5.0
727,Intermediário,Nissan,2023,58.1,Disponível,48307.0,Gasolina,True,False,5,3.0
728,Popular,Chevrolet,2020,49.67,Alugado,126551.0,Gasolina,False,True,5,3.1
729,Popular,Chevrolet,2018,47.0,Alugado,155311.0,Flex,True,True,5,4.0
730,Popular,Ford,2020,55.16,Disponível,117272.0,Flex,False,True,5,3.9
731,Van,Renault,2021,100.27,Disponível,102492.0,Flex,True,True,7,4.3
732,Popular,Ford,2023,54.96,Alugado,48840.0,Flex,False,False,5,2.3
733,Popular,Ford,2019,39.26,Alugado,110923.0,Flex,True,True,5,4.5
734,Intermediário,Honda,2023,75.6,Disponível,61681.0,Gasolina,True,True,5,5.0
735,Luxo,Audi,2019,108.03,Disponível,158999.0,Flex,True,True,5,2.0
736,Popular,Ford,2022,52.91,Manutenção,105706.0,Flex,True,False,5,3.5
737,Popular,Ford,2022,45.71,Alugado,64467.0,Flex,True,False,5,3.2
738,Popular,Fiat,2019,41.75,Alugado,149494.0,Flex,True,True,5,3.6
739,Luxo,Mercedes,2021,98.23,Alugado,53822.0,Flex,True,True,5,3.4
740,Intermediário,Toyota,2022,82.03,Alugado,74478.0,Flex,False,True,5,4.0
741,Intermediário,Nissan,2020,57.79,Alugado,145495.0,Flex,True,True,5,3.1
742,Intermediário,Toyota,2022,59.23,Alugado,51024.0,Flex,True,True,5,5.0
743,Intermediário,Hyundai,2019,52.36,Alugado,113238.0,Gasolina,False,True,5,3.2
744,Intermediário,Honda,2023,65.41,Alugado,43163.0,Flex,True,True,5,3.4
745,Intermediário,Toyota,2021,51.31,Alugado,137842.0,Flex,False,False,5,3.4
746,Intermediário,Honda,2021,94.5,Manutenção,87861.0,Flex,True,True,5,3.7
747,Popular,Volkswagen,2022,50.09,Manutenção,77051.0,Flex,False,True,5,3.2
748,Intermediário,Hyundai,2022,69.5,Disponível,72966.0,Flex,True,True,5,4.0
749,Popular,Volkswagen,2021,44.34,Disponível,80429.0,Gasolina,True,True,5,3.7
750,Van,Peugeot,2020,94.04,Alugado,115338.0,Gasolina,True,True,9,3.1
751,Popular,Volkswagen,2021,60.5,Alugado,95966.0,Flex,True,True,5,3.5
752,Popular,Ford,2019,53.46,Disponível,119344.0,Flex,True,False,5,3.3
753,Popular,Ford,2023,53.88,Alugado,49835.0,Flex,True,False,5,4.0
754,Intermediário,Nissan,2023,67.79,Alugado,32897.0,Flex,True,True,5,3.7
755,Intermediário,Nissan,2024,90.17,Alugado,44007.0,Flex,True,True,5,3.6
756,Intermediário,Toyota,2023,56.2,Alugado,81524.0,Gasolina,True,True,5,3.0
757,Popular,Fiat,2022,48.89,Disponível,66733.0,Flex,True,True,5,2.8
758,Intermediário,Honda,2021,74.95,Alugado,89163.0,Flex,True,True,5,4.4
759,Luxo,Mercedes,2023,179.39,Manutenção,73326.0,Flex,True,True,5,2.5
760,Luxo,Mercedes,2019,153.19,Alugado,126989.0,Flex,True,True,5,3.3
761,Intermediário,Honda,2023,88.08,Alugado,85799.0,Flex,True,True,5,4.4
762,Popular,Chevrolet,2021,53.19,Alugado,56730.0,Gasolina,True,True,5,4.3
763,Popular,Chevrolet,2021,45.83,Alugado,79010.0,Gasolina,True,True,5,3.5
764,Popular,Fiat,2021,49.9,Alugado,88719.0,Gasolina,False,True,5,3.4
765,Intermediário,Toyota,2018,59.87,Alugado,97992.0,Flex,True,True,5,2.1
766,Popular,Volkswagen,2019,42.32,Alugado,141605.0,Gasolina,True,True,5,4.0
767,Popular,Chevrolet,2024,46.37,Alugado,62589.0,Gasolina,False,True,5,4.6
768,Intermediário,Toyota,2019,60.03,Alugado,177951.0,Gasolina,True,True,5,4.8
769,Popular,Volkswagen,2018,35.92,Alugado,121658.0,Flex,False,True,5,4.2
770,Luxo,BMW,2022,108.02,Alugado,69815.0,Flex,True,True,5,4.5
771,Intermediário,Hyundai,2021,82.69,Alugado,112820.0,Flex,True,True,5,3.6
772,Popular,Chevrolet,2022,46.45,Alugado,80927.0,Flex,True,True,5,3.7
773,Luxo,Mercedes,2022,108.37,Alugado,57002.0,Flex,True,True,5,5.0
774,Popular,Volkswagen,2022,58.29,Alugado,73531.0,Flex,True,False,5,3.1
775,Popular,Chevrolet,2022,50.61,Alugado,42242.0,Flex,True,True,5,3.9
776,Intermediário,Hyundai,2024,65.34,Alugado,53460.0,Flex,True,False,5,4.2
777,Van,Renault,2019,78.35,Alugado,108296.0,Flex,True,False,8,2.5
778,Popular,Ford,2023,35.98,Alugado,100027.0,Diesel,True,True,5,4.0
779,Intermediário,Toyota,2021,76.57,Alugado,136069.0,Flex,True,False,5,4.3
780,Popular,Fiat,2022,69.45,Alugado,92244.0,Flex,True,True,5,4.8
781,Intermediário,Toyota,2018,67.64,Alugado,150653.0,Diesel,True,True,5,4.7
782,Popular,Volkswagen,2019,54.94,Manutenção,89360.0,Gasolina,True,False,5,3.2
783,Intermediário,Nissan,2021,93.02,Alugado,63047.0,Flex,True,True,5,3.2
784,Popular,Ford,2024,52.18,Disponível,71794.0,Flex,True,True,5,5.0
785,Popular,Volkswagen,2024,72.03,Disponível,47346.0,Gasolina,True,True,5,4.6
786,Popular,Fiat,2022,50.23,Alugado,82452.0,Diesel,True,True,5,4.5
787,Intermediário,Toyota,2022,85.83,Alugado,75711.0,Flex,True,True,5,5.0
788,Popular,Chevrolet,2024,69.43,Alugado,36824.0,Flex,True,True,5,3.8
789,Popular,Fiat,2023,59.48,Manutenção,41401.0,Flex,True,True,5,3.7
790,Popular,Fiat,2018,41.44,Manutenção,174350.0,Gasolina,True,True,5,4.0
791,Luxo,BMW,2022,144.54,Disponível,62078.0,Flex,False,True,5,2.9
792,Intermediário,Nissan,2023,76.09,Alugado,85924.0,Flex,True,False,5,3.7
793,Luxo,Volvo,2018,122.94,Disponível,142835.0,Flex,True,False,5,3.0
794,Intermediário,Hyundai,2023,51.75,Alugado,59208.0,Flex,True,True,5,3.9
795,Van,Renault,2024,113.78,Alugado,24265.0,Flex,True,True,9,3.9
796,Popular,Volkswagen,2022,59.14,Alugado,90738.0,Flex,True,True,5,3.8
797,Popular,Fiat,2024,38.91,Alugado,65312.0,Gasolina,True,True,5,4.3
798,Intermediário,Nissan,2018,81.0,Disponível,180768.0,Diesel,True,True,5,4.2
799,Popular,Volkswagen,2022,54.63,Alugado,32833.0,Flex,True,True,5,5.0
800,Intermediário,Hyundai,2023,72.37,Alugado,82990.0,Flex,True,True,5,4.4
801,Popular,Volkswagen,2021,65.82,Manutenção,118626.0,Flex,True,True,5,2.7
802,Popular,Fiat,2020,40.48,Alugado,119555.0,Gasolina,True,True,5,3.8
803,Luxo,BMW,2023,147.97,Alugado,70652.0,Gasolina,True,True,5,3.3
804,Intermediário,Toyota,2022,72.91,Manutenção,62026.0,Flex,False,True,5,4.6
805,Popular,Volkswagen,2024,41.23,Disponível,66040.0,Gasolina,True,True,5,4.4
806,Intermediário,Honda,2019,54.24,Disponível,145570.0,Flex,True,True,5,3.7
807,Luxo,Volvo,2023,191.12,Disponível,38275.0,Flex,True,False,5,3.5
808,Popular,Fiat,2024,45.3,Disponível,61248.0,Flex,True,False,5,4.3
809,Popular,Volkswagen,2024,54.22,Alugado,63513.0,Flex,False,True,5,2.9
810,Intermediário,Honda,2022,73.85,Manutenção,66366.0,Flex,True,True,5,3.6
811,Popular,Chevrolet,2022,53.59,Disponível,79220.0,Flex,True,False,5,5.0
812,Intermediário,Hyundai,2020,61.23,Alugado,118318.0,Flex,True,True,5,5.0
813,Popular,Ford,2023,49.72,Manutenção,82892.0,Flex,False,True,5,3.9
814,Popular,Volkswagen,2020,43.78,Manutenção,110263.0,Flex,True,True,5,4.5
815,Intermediário,Honda,2020,55.06,Disponível,87975.0,Flex,True,True,5,4.1
816,Popular,Chevrolet,2022,43.56,Alugado,111204.0,Flex,True,True,5,3.5
817,Intermediário,Nissan,2022,73.32,Alugado,75356.0,Flex,True,True,5,3.3
818,Intermediário,Hyundai,2022,79.82,Disponível,89529.0,Flex,True,False,5,3.1
819,Popular,Chevrolet,2021,48.52,Alugado,84937.0,Gasolina,True,True,5,4.5
820,Popular,Fiat,2022,54.99,Alugado,73709.0,Gasolina,True,False,5,4.2
821,Intermediário,Toyota,2024,67.85,Disponível,67895.0,Flex,False,True,5,3.5
822,Popular,Volkswagen,2020,38.04,Alugado,120607.0,Flex,True,True,5,3.7
823,Popular,Chevrolet,2023,57.87,Alugado,41447.0,Diesel,False,True,5,3.2
824,Popular,Ford,2021,47.8,Alugado,120702.0,Gasolina,True,False,5,4.3
825,Popular,Ford,2022,47.83,Manutenção,47896.0,Flex,True,True,5,2.9
826,Popular,Ford,2022,56.43,Manutenção,86951.0,Flex,True,True,5,3.7
827,Popular,Fiat,2018,38.03,Alugado,131072.0,Flex,True,True,5,4.3
828,Popular,Ford,2024,63.34,Alugado,68666.0,Flex,True,True,5,3.6
829,Popular,Ford,2022,50.07,Manutenção,92099.0,Gasolina,True,True,5,4.2
830,Popular,Fiat,2024,49.47,Alugado,95780.0,Flex,True,True,5,3.8
831,Popular,Fiat,2023,53.43,Disponível,68134.0,Flex,False,True,5,3.8
832,Luxo,Mercedes,2024,172.57,Alugado,49714.0,Flex,True,True,5,3.3
833,Intermediário,Toyota,2023,87.22,Alugado,14010.0,Flex,True,True,5,3.4
834,Popular,Ford,2021,38.18,Alugado,100668.0,Flex,True,True,5,4.2
835,Popular,Ford,2024,62.76,Alugado,14244.0,Gasolina,True,True,5,3.9
836,Popular,Volkswagen,2024,72.01,Alugado,50347.0,Gasolina,True,False,5,5.0
837,Popular,Fiat,2024,66.49,Disponível,47169.0,Gasolina,True,True,5,5.0
838,Popular,Volkswagen,2021,33.63,Alugado,56265.0,Gasolina,True,True,5,4.8
839,Intermediário,Nissan,2024,74.2,Alugado,81280.0,Flex,True,True,5,3.6
840,Popular,Ford,2020,48.79,Alugado,80584.0,Flex,True,True,5,4.9
841,Intermediário,Toyota,2023,84.69,Alugado,76986.0,Flex,True,True,5,4.1
842,Intermediário,Hyundai,2023,88.43,Disponível,83336.0,Flex,True,True,5,3.9
843,Intermediário,Nissan,2023,71.49,Alugado,105107.0,Flex,True,True,5,2.5
844,Intermediário,Nissan,2023,68.06,Disponível,81366.0,Flex,True,True,5,3.7
845,Intermediário,Hyundai,2022,89.49,Alugado,69300.0,Flex,True,True,5,3.8
846,Intermediário,Toyota,2020,89.58,Manutenção,110208.0,Gasolina,True,True,5,4.6
847,Popular,Ford,2024,64.75,Manutenção,74768.0,Diesel,True,True,5,4.6
848,Popular,Chevrolet,2024,43.6,Alugado,39059.0,Flex,False,True,5,3.0
849,Popular,Ford,2022,48.72,Manutenção,57926.0,Flex,True,True,5,2.9
850,Popular,Chevrolet,2022,48.66,Alugado,124057.0,Flex,True,True,5,5.0
851,Intermediário,Toyota,2023,64.9,Disponível,70814.0,Flex,True,False,5,5.0
852,Intermediário,Nissan,2018,47.85,Manutenção,133852.0,Diesel,True,False,5,3.5
853,Popular,Chevrolet,2021,50.28,Alugado,127181.0,Flex,True,True,5,2.4
854,Intermediário,Honda,2023,71.29,Alugado,40609.0,Flex,True,True,5,5.0
855,Intermediário,Honda,2023,97.89,Alugado,72164.0,Flex,True,True,5,3.6
856,Van,Renault,2022,124.49,Alugado,59704.0,Gasolina,False,True,8,3.5
857,Popular,Volkswagen,2024,55.0,Alugado,64809.0,Flex,True,True,5,4.2
858,Luxo,Mercedes,2023,117.5,Alugado,39661.0,Flex,True,True,5,3.1
859,Popular,Fiat,2021,54.4,Manutenção,87909.0,Flex,True,True,5,3.9
860,Luxo,Volvo,2021,134.42,Alugado,98485.0,Flex,True,True,5,3.6
861,Popular,Fiat,2024,73.04,Alugado,64908.0,Gasolina,True,True,5,2.7
862,Popular,Fiat,2023,59.81,Disponível,87283.0,Flex,True,True,5,4.7
863,Popular,Ford,2019,44.54,Alugado,97168.0,Flex,True,False,5,3.1
864,Popular,Fiat,2024,63.04,Alugado,62015.0,Flex,True,True,5,4.6
865,Intermediário,Nissan,2022,49.5,Alugado,85885.0,Gasolina,True,False,5,5.0
866,Intermediário,Honda,2020,68.43,Alugado,83312.0,Gasolina,True,True,5,3.3
867,Popular,Chevrolet,2022,47.45,Alugado,104503.0,Flex,True,True,5,4.4
868,Popular,Chevrolet,2022,57.58,Alugado,71561.0,Flex,True,True,5,4.6
869,Intermediário,Nissan,2024,90.71,Disponível,61663.0,Gasolina,True,True,5,4.8
870,Popular,Chevrolet,2023,42.44,Alugado,56424.0,Flex,True,False,5,5.0
871,Intermediário,Honda,2020,64.47,Alugado,108518.0,Flex,True,True,5,5.0
872,Intermediário,Toyota,2021,52.56,Alugado,86974.0,Flex,True,True,5,4.3
873,Popular,Volkswagen,2024,58.69,Alugado,48741.0,Flex,True,False,5,5.0
874,Van,Renault,2019,57.0,Alugado,106023.0,Diesel,True,True,8,3.4
875,Popular,Volkswagen,2022,64.27,Alugado,72690.0,Gasolina,True,True,5,3.8
876,Popular,Ford,2020,47.38,Alugado,119305.0,Flex,True,True,5,4.4
877,Popular,Chevrolet,2023,52.67,Alugado,95664.0,Flex,True,True,5,3.4
878,Popular,Ford,2023,34.5,Alugado,83254.0,Flex,True,True,5,3.6
879,Popular,Chevrolet,2021,55.13,Alugado,105259.0,Gasolina,True,True,5,3.9
880,Popular,Chevrolet,2021,48.74,Alugado,115277.0,Flex,False,True,5,4.3
881,Popular,Chevrolet,2023,44.69,Manutenção,67222.0,Flex,False,True,5,3.5
882,Intermediário,Hyundai,2022,65.13,Alugado,62985.0,Flex,True,True,5,4.2
883,Popular,Fiat,2023,42.59,Alugado,54036.0,Flex,True,True,5,3.4
884,Popular,Ford,2022,42.97,Alugado,55839.0,Flex,False,True,5,3.6
885,Van,Fiat,2020,87.22,Alugado,75733.0,Flex,True,True,9,4.5
886,Intermediário,Toyota,2020,77.09,Manutenção,116093.0,Flex,True,True,5,2.8
887,Popular,Fiat,2022,64.39,Alugado,73802.0,Flex,True,False,5,3.5
888,Luxo,Mercedes,2018,80.52,Disponível,137972.0,Flex,True,True,5,4.0
889,Popular,Ford,2024,48.0,Alugado,5000.0,Flex,True,False,5,3.4
890,Popular,Chevrolet,2020,52.99,Manutenção,139138.0,Flex,True,True,5,3.6
891,Intermediário,Toyota,2018,40.5,Disponível,163588.0,Flex,True,True,5,4.1
892,Popular,Fiat,2022,59.32,Disponível,71520.0,Flex,True,True,5,3.8
893,Popular,Volkswagen,2022,57.87,Alugado,86479.0,Gasolina,False,True,5,4.2
894,Intermediário,Toyota,2023,76.66,Disponível,58721.0,Flex,True,True,5,2.7
895,Popular,Fiat,2023,39.78,Manutenção,19397.0,Flex,False,True,5,3.4
896,Intermediário,Nissan,2024,75.94,Disponível,51293.0,Flex,True,True,5,3.1
897,Van,Renault,2023,115.61,Alugado,74060.0,Gasolina,True,True,8,5.0
898,Luxo,BMW,2018,124.67,Alugado,125953.0,Flex,True,True,5,4.4
899,Popular,Volkswagen,2023,66.54,Alugado,57934.0,Gasolina,True,True,5,3.4
900,Popular,Chevrolet,2021,48.18,Disponível,92311.0,Flex,True,True,5,3.1
901,Luxo,BMW,2022,147.26,Alugado,88112.0,Flex,True,True,5,3.6
902,Popular,Chevrolet,2020,41.0,Alugado,109382.0,Gasolina,True,False,5,4.5
903,Popular,Fiat,2019,40.19,Alugado,95948.0,Flex,True,True,5,4.8
904,Popular,Volkswagen,2023,42.39,Alugado,104028.0,Flex,True,True,5,3.6
905,Intermediário,Honda,2019,72.75,Alugado,137002.0,Flex,True,True,5,2.7
906,Luxo,Volvo,2020,102.81,Alugado,160728.0,Gasolina,True,True,5,2.6
907,Popular,Fiat,2023,45.95,Disponível,59975.0,Flex,True,True,5,3.6
908,Intermediário,Nissan,2018,67.71,Manutenção,148013.0,Flex,False,True,5,4.6
909,Popular,Fiat,2022,46.8,Alugado,88755.0,Flex,True,True,5,3.9
910,Popular,Volkswagen,2021,44.81,Alugado,101490.0,Flex,True,True,5,4.9
911,Popular,Chevrolet,2023,59.36,Disponível,77291.0,Flex,True,True,5,5.0
912,Intermediário,Hyundai,2024,54.0,Disponível,52247.0,Flex,True,False,5,3.3
913,Popular,Volkswagen,2020,47.51,Alugado,142806.0,Flex,True,True,5,3.4
914,Popular,Fiat,2023,39.73,Alugado,76580.0,Flex,True,True,5,4.0
915,Popular,Ford,2022,52.16,Disponível,59501.0,Flex,True,True,5,4.0
916,Popular,Chevrolet,2018,45.53,Alugado,142699.0,Gasolina,True,False,5,2.9
917,Popular,Chevrolet,2020,41.42,Alugado,102312.0,Gasolina,True,True,5,2.6
918,Popular,Chevrolet,2022,45.73,Manutenção,105477.0,Gasolina,True,False,5,3.4
919,Popular,Ford,2024,47.89,Alugado,28774.0,Flex,True,True,5,5.0
920,Popular,Ford,2019,30.63,Manutenção,126827.0,Flex,True,True,5,4.1
921,Popular,Chevrolet,2022,55.25,Disponível,65332.0,Flex,True,True,5,3.6
922,Popular,Fiat,2019,40.69,Alugado,128418.0,Flex,True,True,5,4.0
923,Popular,Ford,2019,44.78,Alugado,115713.0,Flex,True,True,5,2.8
924,Popular,Chevrolet,2022,46.74,Alugado,61732.0,Flex,True,True,5,4.1
925,Luxo,Volvo,2020,118.42,Alugado,97100.0,Flex,True,True,5,4.2
926,Popular,Fiat,2020,47.7,Alugado,95360.0,Gasolina,True,True,5,3.8
927,Intermediário,Hyundai,2023,94.76,Alugado,91403.0,Flex,True,True,5,4.2
928,Intermediário,Hyundai,2021,61.0,Alugado,92239.0,Gasolina,True,True,5,4.4
929,Intermediário,Toyota,2020,70.07,Disponível,118142.0,Flex,True,False,5,2.9
930,Intermediário,Nissan,2023,89.12,Alugado,27274.0,Flex,True,True,5,3.5
931,Intermediário,Toyota,2024,69.9,Alugado,51224.0,Flex,True,False,5,4.3
932,Popular,Volkswagen,2023,37.87,Alugado,73782.0,Flex,True,False,5,3.7
933,Intermediário,Toyota,2021,77.27,Alugado,95441.0,Flex,True,True,5,4.0
934,Popular,Fiat,2022,39.38,Disponível,38598.0,Gasolina,True,True,5,4.9
935,Popular,Chevrolet,2022,43.33,Manutenção,61192.0,Flex,True,True,5,3.6
936,Popular,Fiat,2022,46.04,Disponível,65862.0,Flex,True,True,5,2.7
937,Popular,Fiat,2024,49.03,Alugado,48465.0,Flex,True,False,5,4.7
938,Popular,Ford,2021,54.5,Alugado,87639.0,Flex,True,True,5,4.0
939,Intermediário,Honda,2020,58.73,Alugado,113914.0,Gasolina,True,True,5,3.5
940,Popular,Ford,2021,50.59,Alugado,119096.0,Flex,True,True,5,3.5
941,Popular,Fiat,2018,41.02,Alugado,152709.0,Flex,True,True,5,5.0
942,Popular,Ford,2023,38.75,Disponível,79491.0,Flex,True,True,5,5.0
943,Luxo,BMW,2018,115.12,Disponível,167367.0,Flex,True,True,5,5.0
944,Popular,Ford,2018,39.34,Alugado,196466.0,Flex,True,True,5,5.0
945,Luxo,Mercedes,2022,166.14,Manutenção,95045.0,Flex,True,True,5,3.8
946,Popular,Ford,2020,45.9,Alugado,132284.0,Flex,False,True,5,5.0
947,Intermediário,Toyota,2018,60.24,Alugado,143207.0,Flex,True,True,5,2.4
948,Luxo,Mercedes,2021,142.94,Alugado,122577.0,Flex,True,True,5,4.4
949,Popular,Fiat,2022,35.63,Alugado,105457.0,Flex,True,True,5,4.0
950,Popular,Ford,2024,59.63,Alugado,74955.0,Flex,True,True,5,4.4
951,Popular,Ford,2023,49.32,Disponível,67391.0,Flex,True,True,5,2.6
952,Popular,Ford,2019,45.77,Disponível,119157.0,Flex,True,True,5,5.0
953,Popular,Ford,2023,38.93,Alugado,60759.0,Flex,False,True,5,4.1
954,Popular,Chevrolet,2023,38.28,Alugado,86936.0,Diesel,True,False,5,4.4
955,Intermediário,Hyundai,2021,70.83,Manutenção,81192.0,Gasolina,True,True,5,4.1
956,Intermediário,Nissan,2024,86.68,Alugado,45771.0,Flex,True,True,5,5.0
957,Intermediário,Hyundai,2023,79.87,Alugado,27718.0,Flex,True,True,5,3.9
958,Popular,Volkswagen,2022,54.0,Disponível,96217.0,Gasolina,True,True,5,3.4
959,Popular,Ford,2023,46.41,Disponível,90633.0,Flex,True,True,5,3.5
960,Popular,Ford,2019,44.84,Alugado,94763.0,Gasolina,True,True,5,3.8
961,Popular,Volkswagen,2019,39.93,Manutenção,131340.0,Diesel,True,False,5,3.2
962,Intermediário,Toyota,2023,91.13,Disponível,62118.0,Gasolina,False,False,5,3.6
963,Popular,Ford,2022,48.64,Alugado,77037.0,Flex,False,False,5,4.8
964,Popular,Chevrolet,2018,44.89,Manutenção,168452.0,Gasolina,False,True,5,4.5
965,Popular,Chevrolet,2021,57.95,Alugado,45007.0,Flex,True,True,5,3.1
966,Intermediário,Honda,2024,87.13,Disponível,23617.0,Flex,True,True,5,4.1
967,Intermediário,Toyota,2024,54.0,Alugado,56878.0,Flex,True,True,5,2.8
968,Popular,Fiat,2021,50.46,Alugado,108899.0,Flex,True,True,5,4.1
969,Intermediário,Toyota,2024,97.36,Alugado,86711.0,Flex,True,True,5,2.8
970,Popular,Volkswagen,2019,46.37,Alugado,132781.0,Flex,True,True,5,3.3
971,Popular,Volkswagen,2023,54.33,Manutenção,67988.0,Flex,False,True,5,4.3
972,Popular,Volkswagen,2022,43.16,Alugado,86202.0,Gasolina,True,False,5,5.0
973,Popular,Volkswagen,2024,44.95,Alugado,68404.0,Flex,True,True,5,3.6
974,Intermediário,Hyundai,2023,90.03,Alugado,84253.0,Gasolina,True,True,5,3.9
975,Van,Peugeot,2021,65.17,Manutenção,103325.0,Gasolina,True,True,7,3.4
976,Popular,Chevrolet,2021,42.87,Alugado,137151.0,Flex,True,True,5,2.6
977,Intermediário,Toyota,2018,59.06,Alugado,153541.0,Flex,True,True,5,4.3
978,Popular,Chevrolet,2018,48.62,Alugado,160142.0,Flex,True,True,5,5.0
979,Intermediário,Hyundai,2023,92.65,Alugado,48261.0,Flex,True,True,5,3.3
980,Popular,Fiat,2024,42.21,Alugado,63206.0,Flex,False,True,5,4.2
981,Intermediário,Honda,2022,63.0,Alugado,46782.0,Flex,True,True,5,3.7
982,Popular,Volkswagen,2024,39.41,Alugado,37835.0,Flex,True,False,5,4.2
983,Intermediário,Honda,2021,72.32,Alugado,108179.0,Diesel,True,True,5,5.0
984,Intermediário,Nissan,2023,87.68,Alugado,62636.0,Gasolina,True,True,5,4.8
985,Intermediário,Honda,2023,71.91,Manutenção,68939.0,Flex,True,True,5,4.4
986,Popular,Fiat,2022,51.11,Alugado,109828.0,Gasolina,True,False,5,3.6
987,Luxo,BMW,2023,152.3,Disponível,61143.0,Gasolina,True,True,5,3.6
988,Intermediário,Hyundai,2023,70.93,Disponível,43632.0,Flex,True,True,5,4.7
989,Popular,Volkswagen,2018,44.76,Alugado,127305.0,Flex,True,True,5,3.9
990,Popular,Volkswagen,2018,34.95,Alugado,154660.0,Gasolina,True,True,5,4.9
991,Popular,Ford,2019,45.46,Alugado,103438.0,Flex,True,False,5,4.2
992,Intermediário,Honda,2024,56.46,Alugado,23140.0,Flex,True,True,5,2.7
993,Intermediário,Hyundai,2020,90.0,Alugado,74419.0,Flex,True,True,5,2.7
994,Popular,Volkswagen,2023,44.81,Alugado,85294.0,Gasolina,True,False,5,4.6
995,Intermediário,Honda,2022,79.85,Disponível,71849.0,Flex,True,True,5,2.2
996,Popular,Fiat,2024,70.17,Alugado,37092.0,Flex,True,True,5,4.1
997,Luxo,Audi,2023,139.82,Alugado,86692.0,Flex,True,True,5,4.2
998,Popular,Volkswagen,2022,44.08,Alugado,103686.0,Gasolina,False,False,5,4.3
999,Intermediário,Nissan,2021,89.42,Alugado,109118.0,Flex,True,False,5,4.6
1000,Popular,Chevrolet,2020,37.97,Disponível,71657.0,Flex,True,True,5,3.7
1001,Popular,Fiat,2021,56.97,Alugado,92298.0,Flex,True,True,5,5.0
1002,Luxo,Volvo,2020,140.16,Disponível,111086.0,Flex,True,True,5,3.8
1003,Popular,Chevrolet,2020,46.06,Disponível,148149.0,Gasolina,True,True,5,3.9
1004,Popular,Volkswagen,2019,33.78,Alugado,109433.0,Gasolina,True,False,5,4.4
1005,Popular,Fiat,2021,45.73,Alugado,140787.0,Gasolina,True,False,5,4.0
1006,Van,Peugeot,2020,107.52,Disponível,106045.0,Gasolina,True,True,7,3.2
1007,Popular,Ford,2019,53.41,Alugado,108533.0,Flex,True,True,5,2.9
1008,Van,Fiat,2024,91.86,Alugado,65763.0,Flex,True,False,9,4.5
1009,Popular,Ford,2023,54.01,Alugado,93277.0,Gasolina,True,True,5,4.5
1010,Popular,Volkswagen,2023,59.07,Alugado,67247.0,Gasolina,True,True,5,3.2
1011,Intermediário,Toyota,2024,80.86,Alugado,40597.0,Gasolina,True,True,5,4.9
1012,Popular,Chevrolet,2019,34.92,Alugado,130742.0,Flex,True,True,5,4.5
1013,Intermediário,Nissan,2021,62.93,Alugado,124007.0,Flex,True,True,5,3.8
1014,Popular,Ford,2019,29.94,Alugado,134753.0,Flex,True,True,5,4.6
1015,Popular,Fiat,2020,40.53,Disponível,136656.0,Flex,True,True,5,3.9
1016,Intermediário,Honda,2018,58.33,Alugado,154054.0,Flex,True,True,5,2.4
1017,Popular,Volkswagen,2021,58.73,Alugado,126164.0,Flex,True,False,5,2.7
1018,Popular,Volkswagen,2022,53.54,Alugado,49442.0,Flex,True,True,5,4.0
1019,Luxo,Volvo,2024,129.27,Disponível,55479.0,Flex,True,True,5,2.5
